img_path,shape,labeled_quality,pred_compression,pred_pixelation,brisque,clipiqa,clipiqa+,clipiqa+_rn50_512,clipiqa+_vitL14_512,clipscore,cnniqa,dbcnn,entropy,fid,hyperiqa,ilniqe,laion_aes,liqe,liqe_mix,maniqa,maniqa-kadid,maniqa-koniq,maniqa-pipal,musiq,musiq-ava,musiq-koniq,musiq-paq2piq,musiq-spaq,nima,nima-koniq,nima-spaq,nima-vgg16-ava,niqe,nrqm,paq2piq,pi,topiq_iaa,topiq_iaa_res50,topiq_nr,topiq_nr-face,topiq_nr-flive,topiq_nr-spaq,tres,tres-flive,tres-koniq,uranker
008023_12_Blots.png,super_wide,low,1.3603187919463087,0.2955778560987203,48.30584716796875,0.23053789138793945,0.14533686637878418,0.2149079144001007,,,0.4116755425930023,0.5081627368927002,6.177412986755371,,,73.94805704114472,3.411604404449463,,,0.2973789870738983,0.22662784159183502,0.2973789870738983,0.37433281540870667,25.790950775146484,4.043560981750488,25.790950775146484,49.56971740722656,47.29715347290039,5.132255554199219,0.41090142726898193,12.973505020141602,4.079205513000488,10.828889519927912,3.8593320846557617,51.488182067871094,9.068567093278842,4.090235710144043,4.534838676452637,0.4300374686717987,,0.44235527515411377,0.13480593264102936,71.06891632080078,69.5372314453125,71.06891632080078,-0.17765459418296814
010306_8_Blots.png,super_wide,low,0.2516778523489933,0.13609011093473952,62.46551513671875,0.2064828723669052,0.10940472036600113,0.1595546007156372,,,0.4407883286476135,0.31510651111602783,5.9409403800964355,,,157.36913825627593,3.6276779174804688,,,0.3421013653278351,0.2546553611755371,0.3421013653278351,0.32544955611228943,17.882179260253906,3.4882500171661377,17.882179260253906,48.50700378417969,25.61520767211914,3.934598207473755,0.26371654868125916,11.65548038482666,4.7363481521606445,19.091491973625576,1.4715547561645508,50.88230895996094,11.180135623190383,4.360512733459473,4.3488359451293945,0.1625290811061859,,0.5800257921218872,0.174340158700943,67.53715515136719,70.79784393310547,67.53715515136719,-0.6794912219047546
008331_1_Blots.png,square,low,4.128578163938843,0.3854276044695262,41.93670654296875,0.2989097237586975,0.2577694356441498,0.27762138843536377,,,0.43766799569129944,0.49167725443840027,6.513021945953369,,0.2916543781757355,68.53738852987922,4.172512531280518,1.005021333694458,1.0041757822036743,0.37524402141571045,0.09176625311374664,0.37524402141571045,0.30575031042099,55.25865173339844,3.943458080291748,55.25865173339844,59.489994049072266,15.160079002380371,4.078090667724609,0.3126654028892517,23.86724090576172,4.4561686515808105,10.62660979749096,4.177762985229492,61.360679626464844,8.636566095770064,3.6329896450042725,4.015448570251465,0.42841610312461853,,0.6152307391166687,0.4395960569381714,53.05842208862305,75.37043762207031,53.05842208862305,0.5580226182937622
000194_1_Blots.png,super_wide,low,8.170441347270616,0.20607282502443794,42.42303466796875,0.4567113518714905,0.294196754693985,0.27564582228660583,,,0.33071815967559814,0.2502235770225525,6.852989196777344,,,93.74260982642222,3.248946189880371,,,0.16841748356819153,0.15501078963279724,0.16841748356819153,0.3612575829029083,19.268892288208008,3.3266050815582275,19.268892288208008,52.607669830322266,25.744264602661133,4.4858856201171875,0.4186874032020569,15.890938758850098,3.8129782676696777,10.597715647049187,2.202784538269043,42.609901428222656,9.839003424511583,4.294302463531494,4.154882431030273,0.09881355613470078,,0.6130543351173401,0.15931643545627594,14.128344535827637,52.69727325439453,14.128344535827637,0.3091983199119568
000822_8_Blots.png,super_wide,low,4.8343763037129746,0.24000448696376778,68.04559326171875,0.31518110632896423,0.22140590846538544,0.19049744307994843,,,0.32692891359329224,0.31269124150276184,6.705361366271973,,,88.3296258354041,3.6239662170410156,,,0.2016381025314331,0.14983494579792023,0.2016381025314331,0.3217228949069977,21.22162628173828,3.5450797080993652,21.22162628173828,46.125885009765625,25.199848175048828,5.0028910636901855,0.36173051595687866,21.59123420715332,3.7780210971832275,11.857460706833258,3.0392701625823975,43.1717643737793,9.76232973281642,4.613290309906006,4.516097068786621,0.1984226107597351,,0.6763208508491516,0.20368711650371552,27.104076385498047,53.36313247680664,27.104076385498047,0.22008419036865234
005438_4_Blots.png,super_wide,low,18.95848595848596,0.48445085077124445,55.27117919921875,0.4261968731880188,0.2690160572528839,0.2910591959953308,,,0.3725566864013672,0.31119823455810547,6.330085754394531,,,110.05265622612411,3.649951934814453,,,0.386128306388855,0.23272840678691864,0.3851257264614105,0.36779817938804626,22.350093841552734,3.746908664703369,22.350093841552734,46.893707275390625,34.535980224609375,4.5782670974731445,0.3090360164642334,12.19005298614502,3.845581293106079,13.187369161593102,1.8358598947525024,49.117042541503906,14.588040082743122,4.115747451782227,4.574670314788818,0.3148210644721985,,0.4760039746761322,0.14434407651424408,43.42206954956055,65.39390563964844,43.42206954956055,-0.47923117876052856
007634_2_Blots.png,tall,low,0.07498582881204956,0.06072181921078356,21.86248779296875,0.4923999011516571,0.33145564794540405,0.34304189682006836,,,0.4312097728252411,0.46765419840812683,5.492021560668945,,0.45647138357162476,72.62435272273669,4.409852504730225,1.0647879838943481,1.1111303567886353,0.33771345019340515,0.412545382976532,0.33771345019340515,0.4389903247356415,26.341854095458984,3.6530745029449463,26.341854095458984,62.508235931396484,22.70179557800293,4.429579734802246,0.3826255798339844,31.84752655029297,4.087386608123779,5.673060994703531,6.172799110412598,68.45845794677734,5.36357189535355,4.554081916809082,4.787335395812988,0.3481155037879944,,0.648758590221405,0.4025960862636566,49.13821029663086,83.44810485839844,49.13821029663086,-0.5023888945579529
009884_4_Blots.png,tall,low,0.8527369281045751,0.2428192941652341,54.43475341796875,0.1554262787103653,0.18023766577243805,0.13382503390312195,,,0.3613588213920593,0.2817160487174988,6.744040489196777,,0.29080450534820557,81.78859443735831,4.241266250610352,1.0533509254455566,1.0110702514648438,0.2571168541908264,0.17727702856063843,0.2571168541908264,0.3090454638004303,20.521053314208984,4.6092376708984375,20.521053314208984,51.18489074707031,14.923013687133789,3.5915980339050293,0.24610963463783264,16.00981330871582,4.152545928955078,9.758954721923478,1.9665013551712036,43.643741607666016,8.897588427535247,2.6828360557556152,4.118502616882324,0.21539056301116943,,0.5658978223800659,0.2828116714954376,31.992528915405273,65.63941192626953,31.992528915405273,-0.7734062075614929
026862_4_Blots.png,square,low,12.587166784619013,0.49904615496013344,89.25604248046875,0.5627735257148743,0.36899659037590027,0.33399203419685364,,,0.4019712507724762,0.2949027121067047,5.863631725311279,,0.48351579904556274,125.61830550545889,4.059350490570068,1.6716798543930054,1.2249395847320557,0.3058616518974304,0.14390848577022552,0.3058616518974304,0.31074607372283936,27.326717376708984,4.718006134033203,27.326717376708984,47.67619323730469,14.171295166015625,3.804440498352051,0.22053247690200806,11.63635540008545,4.9577131271362305,16.34136190419628,1.5657505989074707,46.790740966796875,12.394326695182068,3.818171501159668,4.670926094055176,0.24911537766456604,,0.5443680882453918,0.11754541099071503,59.60845184326172,71.74799346923828,59.60845184326172,-0.9709067344665527
005608_2_Blots.png,square,low,8.482538919276312,0.5482460423380315,66.98016357421875,0.32699230313301086,0.3344181180000305,0.2878913879394531,,,0.3292977809906006,0.39162102341651917,4.661895751953125,,0.3339882493019104,103.46449084156195,4.280168533325195,1.0142494440078735,1.0312312841415405,0.3221544623374939,0.1644808053970337,0.3221544623374939,0.3457598388195038,57.72226333618164,3.8447747230529785,57.72226333618164,64.89995574951172,53.81025314331055,3.0271077156066895,0.2941949963569641,25.72394371032715,3.723573923110962,13.002651339760904,3.45906400680542,57.21921157836914,10.196913943045587,2.744279384613037,3.70857834815979,0.31388601660728455,,0.6006292104721069,0.40404704213142395,41.54511642456055,75.2140121459961,41.54511642456055,-0.5890384912490845
